title,bathrooms,bedrooms,price,square_meters,cityname,state,latitude,longitude,source,luxury
One BR 10800 LAKELINE BLVD,1.0,1.0,1015,63.519,Austin,TX,30.3054,-97.7497,RentLingo,1
One BR 13590 Earnshaw St,1.0,1.0,928,63.519,Overland Park,KS,38.9259,-94.6916,RentLingo,0
One BR 3402 Orchard Lane #103,1.0,1.0,785,63.519,Carbon Cliff,IL,41.4954,-90.3928,RentLingo,1
Studio apartment 2 Trail Run,1.0,2.0,1450,63.612,Vernon,CT,41.8481,-72.4642,RentLingo,1
One BR 8301 Ashford Boulevard,1.0,1.0,1299,63.612,Laurel,MD,39.0976,-76.8614,RentLingo,1
One BR 12408 Dessau Rd,1.0,1.0,1240,63.612,Austin,TX,30.3054,-97.7497,RentLingo,0
Super Cute! Apartment for Rent!,1.0,1.0,939,63.612,Arlington,TX,32.6548,-97.1587,RentDigs.com,1
685 sq. ft. - in a great area. Pet OK!,1.0,2.0,2720,63.705,Jersey City,NJ,40.722,-74.0644,RentDigs.com,1
One BR 6201 Hollywood Blvd,1.0,1.0,2465,63.705,Los Angeles,CA,34.0372,-118.2972,RentLingo,1
One BR 1531 N Street,1.0,1.0,1987,63.705,Sacramento,CA,38.5587,-121.432,RentLingo,0
One BR 3520 27th Pl. W,1.0,1.0,1735,63.705,Seattle,WA,47.616,-122.3275,RentLingo,1
One BR 797 N Wall St,1.0,1.0,1695,63.705,Columbus,OH,39.9974,-82.9829,RentLingo,0
One BR 14960 Sherman Way,1.0,1.0,1650,63.705,Van Nuys,CA,34.1913,-118.4575,RentLingo,0
Studio apartment 3833 Cummins St,1.0,0.0,1489,63.705,Houston,TX,29.7714,-95.4343,RentLingo,1
One BR 11311 19th Ave Se,1.0,1.0,1399,63.705,Everett,WA,47.9338,-122.2052,RentLingo,1
Studio apartment 2797 Wewatta Way,1.0,2.0,1395,63.705,Denver,CO,39.736,-104.9819,RentLingo,1
One BR 4560 West Mineral Avenue,1.0,1.0,1360,63.705,Littleton,CO,39.5816,-105.0387,RentLingo,1
One BR 2600 Cole Ave,1.0,1.0,1180,63.705,Dallas,TX,32.8212,-96.7853,RentLingo,1
Two BR 3346 3350 Gillham Road,1.0,2.0,1150,63.705,Kansas City,MO,39.0744,-94.5521,RentLingo,1
One BR 320 S Grant Street,1.0,1.0,1099,63.705,West Lafayette,IN,40.4969,-86.9659,RentLingo,1
One BR 435 East 200 South,1.0,1.0,1050,63.705,Salt Lake City,UT,40.7061,-111.9048,RentLingo,0
"$1,050/mo, One BA, Colorado Springs - ready to move in.",1.0,1.0,1050,63.705,Colorado Springs,CO,38.9148,-104.7713,RentDigs.com,1
"Great Central Location One BR, One BA",1.0,1.0,1050,63.705,Colorado Springs,CO,38.9148,-104.7713,RentDigs.com,1
One BR 12330 Vance Jackson,1.0,1.0,998,63.705,San Antonio,TX,29.4624,-98.5253,RentLingo,0
One BR 3196 Mount Zion Rd,1.0,1.0,905,63.705,Stockbridge,GA,33.5571,-84.2167,RentLingo,1
One BR 1217 Eastgate Drive Se,1.0,1.0,895,63.705,Rochester,MN,44.0346,-92.468,RentLingo,1
One BR 2004 Sierra Commons Rd,1.0,1.0,850,63.705,Dickinson,ND,46.882,-102.7862,RentLingo,0
One BR 10526 Fort Plaza,1.0,1.0,775,63.705,Omaha,NE,41.2562,-96.0404,RentLingo,0
One BR 1010 Hwy 87 South,1.0,1.0,671,63.705,Orange,TX,30.1213,-93.7711,RentLingo,1
Dorsey Ridge Villa Apartments #A1 - The Aphrodi...,1.0,1.0,1575,63.798,Hanover,MD,39.1649,-76.7156,RealRentals,0
One BR 1101 E. Hyde Park Boulevard,1.0,1.0,1324,63.798,Chicago,IL,41.8625,-87.6825,RentLingo,0
Over 686 sf in Denver,1.0,2.0,1240,63.798,Denver,CO,39.6847,-104.9263,RentDigs.com,1
One BR 8600 Highway 71 West,1.0,1.0,1185,63.798,Austin,TX,30.3054,-97.7497,RentLingo,1
One BR 1100 Kenney Fort Blvd,1.0,1.0,1120,63.798,Round Rock,TX,30.5118,-97.6873,RentLingo,1
"Amazing One BR, One BA for rent",1.0,1.0,1020,63.798,Glen Burnie,MD,39.1627,-76.6354,RentDigs.com,1
One BR 13801 Napoli Dr.,1.0,1.0,805,63.798,Houston,TX,29.7714,-95.4343,RentLingo,1
One BR 2755 Merlin Lake Drive,1.0,1.0,627,63.798,Indianapolis,IN,39.7953,-86.1387,RentLingo,1
One BR 260 5th St. E.,1.0,1.0,1470,63.891,Saint Paul,MN,44.9405,-93.1027,RentLingo,1
One BR 13940 Longwood Manor Ct.,1.0,1.0,1430,63.891,Woodbridge,VA,38.6487,-77.3152,RentLingo,1
One BR 2615 Inwood Rd Unit 687,1.0,1.0,1390,63.891,Dallas,TX,32.8212,-96.7853,RentLingo,0
One BR 5401-a Claymont Drive,1.0,1.0,1345,63.891,Alexandria,VA,38.7999,-77.1072,RentLingo,1
One BR Apartment in Quiet Building - Raleigh. Pet OK!,1.0,1.0,1017,63.891,Raleigh,NC,35.8455,-78.3386,RentDigs.com,1
One BR 11340 Alamo Ranch Parkway,1.0,1.0,1005,63.891,San Antonio,TX,29.4624,-98.5253,RentLingo,0
One BR 1155 E 200 S,1.0,1.0,949,63.891,Salt Lake City,UT,40.7061,-111.9048,RentLingo,0
One BR 5826 Harold Way,1.0,1.0,2420,63.984,Los Angeles,CA,34.0372,-118.2972,RentLingo,0
One BR 900 Singleton Blvd Unit 688,1.0,1.0,1345,63.984,Dallas,TX,32.8212,-96.7853,RentLingo,0
One BR 6000 42nd Avenue,1.0,1.0,1319,63.984,Hyattsville,MD,38.9633,-76.9375,RentLingo,0
One BR 2625 Empire Drive,1.0,1.0,1196,63.984,Richardson,TX,32.9631,-96.7212,RentLingo,0
The Best of the Best in the City of Colorado Springs! Save Big. Pet OK!,1.0,1.0,1179,63.984,Colorado Springs,CO,39.0459,-104.8179,RentDigs.com,1
One BR Apartment in Quiet Building - Colorado Springs. Parking Available!,1.0,1.0,1179,63.984,Colorado Springs,CO,39.0459,-104.8179,RentDigs.com,1
One BR 345 Buckland Hills Drive,1.0,1.0,1095,63.984,Manchester,CT,41.8096,-72.5411,RentLingo,1
One BR Mopac and Enfield,1.0,1.0,1050,63.984,Austin,TX,30.3054,-97.7497,RentLingo,0
Lease Spacious 1+1. Approx 688 sf of Living Space!,1.0,1.0,1020,63.984,Presto,PA,40.3783,-80.1221,RentDigs.com,1
One BR 1048 Flat Shoals Road,1.0,1.0,938,63.984,College Park,GA,33.6194,-84.4886,RentLingo,1
One BR 2666 S Decatur Blvd.,1.0,1.0,930,63.984,Las Vegas,NV,36.1554,-115.1733,RentLingo,1
One BR 199 Belmont-Mt. Holly Rd,1.0,1.0,829,63.984,Belmont,NC,35.2418,-81.0401,RentLingo,0
One BA - must see to believe. Pet OK!,1.0,1.0,2750,64.077,Jersey City,NJ,40.722,-74.0644,RentDigs.com,1
One BR 28 Austin St,1.0,1.0,2450,64.077,Newton,MA,42.3426,-71.1985,RentLingo,1
"Attractive One BR, One BA",1.0,1.0,2117,64.077,Bellevue,WA,47.6156,-122.2109,RentDigs.com,1
One BR 9860 Fairfax Square,1.0,1.0,1820,64.077,Fairfax,VA,38.8488,-77.3296,RentLingo,1
Kent - 1bd/One BA 689sqft Apartment for rent,1.0,1.0,1762,64.077,Kent,WA,47.3907,-122.2626,RentDigs.com,1
"Attractive One BR, One BA",1.0,1.0,1749,64.077,Derwood,MD,39.145,-77.1376,RentDigs.com,1
Lease Spacious 1+1. Approx 689 sf of Living Space!,1.0,1.0,1679,64.077,Derwood,MD,39.145,-77.1376,RentDigs.com,1
One BR 13543 Greenwood Ave N,1.0,1.0,1670,64.077,Seattle,WA,47.616,-122.3275,RentLingo,0
One BR 1600 Santavy Street,1.0,1.0,1258,64.077,Baytown,TX,29.7864,-94.9631,RentLingo,1
One BR 1011 Wonderworld Dr.,1.0,1.0,1080,64.077,San Marcos,TX,29.8831,-97.945,RentLingo,0
One BR 12800 TURTLE ROCK ROAD,1.0,1.0,962,64.077,Austin,TX,30.3054,-97.7497,RentLingo,0
One BR 8000 John Davis Drive,1.0,1.0,927,64.077,Frankfort,KY,38.2006,-84.9469,RentLingo,0
One BR 1420 N Meridian Rd,1.0,1.0,925,64.077,Tallahassee,FL,30.4601,-84.2714,RentLingo,1
One BR 647 S Main Ave,1.0,1.0,875,64.077,Sioux Falls,SD,43.5329,-96.7265,RentLingo,0
One BR 2221 S Clark Street,1.0,1.0,2200,64.17,Arlington,VA,38.8738,-77.1055,RentLingo,0
One BR 1724 Butler Ave.,1.0,1.0,2095,64.17,Los Angeles,CA,34.0372,-118.2972,RentLingo,0
One BR 54 Rainey St,1.0,1.0,1839,64.17,Austin,TX,30.3054,-97.7497,RentLingo,1
One BR 3009 Northeast Overlook Drive,1.0,1.0,1322,64.17,Hillsboro,OR,45.5223,-122.9416,RentLingo,1
One BR 1910 N Water St,1.0,1.0,1295,64.17,Milwaukee,WI,43.0531,-87.9659,RentLingo,1
One BR 1701 E Debbie Lane,1.0,1.0,1240,64.17,Mansfield,TX,32.5807,-97.138,RentLingo,1
One BR 13945 S Beavercreek,1.0,1.0,1200,64.17,Oregon City,OR,45.3402,-122.5586,RentLingo,0
One BR 4906 Wurzbach Pkwy,1.0,1.0,1010,64.17,San Antonio,TX,29.4624,-98.5253,RentLingo,1
One BR 11908 ANDERSON MILL ROAD,1.0,1.0,1000,64.17,Austin,TX,30.3054,-97.7497,RentLingo,1
Studio apartment 15835 FOOTHILL FARMS LOOP,1.0,3.0,965,64.17,Pflugerville,TX,30.4433,-97.6282,RentLingo,0
One BR 500 South Street,1.0,1.0,950,64.17,Lafayette,IN,40.3613,-86.9005,RentLingo,1
One BR 33 Lynn Batts,1.0,1.0,895,64.17,San Antonio,TX,29.4624,-98.5253,RentLingo,0
One BR 7247 Cameron Road,1.0,1.0,879,64.17,Austin,TX,30.3054,-97.7497,RentLingo,1
One BR 9100 Commerce Drive,1.0,1.0,850,64.17,De Soto,KS,38.9679,-94.9654,RentLingo,0
One BR 2002 San Sebastian Ct,1.0,1.0,825,64.17,Houston,TX,29.7714,-95.4343,RentLingo,1
Discover a new Aire Apartments in Arlington.,1.0,2.0,814,64.17,Arlington,TX,32.722,-97.083,RentDigs.com,1
One BR 2626 Thousand Oaks,1.0,1.0,800,64.17,San Antonio,TX,29.4624,-98.5253,RentLingo,0
One BR 418 Hampton Lane,1.0,1.0,750,64.17,Youngsville,NC,36.0249,-78.4646,RentLingo,1
One BR 2614 North University Drive,1.0,1.0,715,64.17,Nacogdoches,TX,31.5887,-94.5735,RentLingo,0
One BR 321 E. 14th St,1.0,1.0,698,64.17,Bloomington,IN,39.1471,-86.5136,RentLingo,1
Studio apartment 3039 S. Ridgecrest Ave.,1.0,2.0,545,64.17,Springfield,MO,37.1892,-93.2908,RentLingo,1
One BR 2031 Market Street Unit 116,1.0,1.0,2200,64.263,San Pablo,CA,37.9724,-122.3304,RentLingo,0
One BR 600 Central Street,1.0,1.0,1140,64.263,Kansas City,MO,39.0744,-94.5521,RentLingo,0
One BR 100 Ridgelake Pkwy,1.0,1.0,1045,64.263,Nashville,TN,36.137,-86.783,RentLingo,0
"Apartment, 691 sq. ft. - must see to believe.",1.0,1.0,1029,64.263,Lawrenceville,GA,33.9222,-84.0725,RentDigs.com,1
"Spacious One BR, One BA. Pet OK!",1.0,1.0,1019,64.263,Lawrenceville,GA,33.9222,-84.0725,RentDigs.com,1
One BR 8501 N. Platte Purchase Drive,1.0,1.0,986,64.263,Kansas City,MO,39.0744,-94.5521,RentLingo,1
The Saratoga Apartments #One BR - 1K: Washin...,1.0,1.0,2305,64.356,Washington,DC,38.9348,-77.059,RealRentals,0
One BR 211 E Riverside Dr,1.0,1.0,1772,64.356,Austin,TX,30.3054,-97.7497,RentLingo,1
One BR 3663 Cedar Springs Rd Unit 692,1.0,1.0,1745,64.356,Dallas,TX,32.8212,-96.7853,RentLingo,0
One BR 1785 North Water Street,1.0,1.0,1435,64.356,Milwaukee,WI,43.0531,-87.9659,RentLingo,1
One BR 740 W Wisconsin Ave.,1.0,1.0,1185,64.356,Milwaukee,WI,43.0531,-87.9659,RentLingo,1
One BR 2400 State Highway 121,1.0,1.0,1106,64.356,Euless,TX,32.8403,-97.0955,RentLingo,1
"One BR, One BA, Bedford - come and see this one.",1.0,1.0,1063,64.356,Bedford,TX,32.8281,-97.145,RentDigs.com,1
"Bright Bedford, One BR, One BA for rent. Pet OK!",1.0,1.0,1058,64.356,Bedford,TX,32.8281,-97.145,RentDigs.com,1
One BR 8021 FM 620 NORTH,1.0,1.0,1020,64.356,Austin,TX,30.3054,-97.7497,RentLingo,1
One BR 9801 W PARMER LN,1.0,1.0,1001,64.356,Austin,TX,30.3054,-97.7497,RentLingo,1
One BR 13425 N FM 620,1.0,1.0,1000,64.356,Austin,TX,30.3054,-97.7497,RentLingo,1
One BR 4317 Ne 66th Avenue,1.0,1.0,996,64.356,Vancouver,WA,45.6558,-122.5888,RentLingo,1
One BR Lyndhurst and 45,1.0,1.0,994,64.356,Austin,TX,30.3054,-97.7497,RentLingo,0
One BR FM 620 and Rock Harbour,1.0,1.0,985,64.356,Austin,TX,30.3054,-97.7497,RentLingo,0
One BR 1325 and Shoreline,1.0,1.0,979,64.356,Austin,TX,30.3054,-97.7497,RentLingo,0
"One BR, Dallas, 692 sq. ft. - in a great area.",1.0,1.0,908,64.356,Dallas,TX,32.878,-96.7511,RentDigs.com,1
One BR 770 N Ih 35,1.0,1.0,900,64.356,New Braunfels,TX,29.7398,-98.1021,RentLingo,0
One BR Lakeline and W. Parmer,1.0,1.0,890,64.356,Austin,TX,30.3054,-97.7497,RentLingo,0
Spectacular apartment for rent coming available soon!,1.0,1.0,890,64.356,Euless,TX,32.8524,-97.0886,RentDigs.com,0
Studio apartment 2041 San Sebastian Ct,1.0,0.0,829,64.356,Houston,TX,29.7714,-95.4343,RentLingo,0
One BR 1050 W Venture Pl,1.0,1.0,750,64.356,Sioux Falls,SD,43.5329,-96.7265,RentLingo,0
One BR 10900 South Pennsylvania Ave,1.0,1.0,746,64.356,Oklahoma City,OK,35.471,-97.5299,RentLingo,0
One BR 6315 S. Connie Ave.,1.0,1.0,725,64.356,Sioux Falls,SD,43.5329,-96.7265,RentLingo,1
One BR 1136 W 6th Street,1.0,1.0,2475,64.449,Los Angeles,CA,34.0372,-118.2972,RentLingo,0
One BR 2336 SW Osage Unit 202,1.0,1.0,1595,64.449,Portland,OR,45.5091,-122.6449,RentLingo,0
One BR 2905 & 2915 Dean Parkway,1.0,1.0,1195,64.449,Minneapolis,MN,44.9855,-93.3023,RentLingo,0
One BR 12612 N. LAMAR BLVD,1.0,1.0,1060,64.449,Austin,TX,30.3054,-97.7497,RentLingo,1
One BR 11500 JOLLYVILLE RD.,1.0,1.0,985,64.449,Austin,TX,30.3054,-97.7497,RentLingo,1
Studio apartment 1 Dekalb Avenue,1.0,1.0,2350,64.542,White Plains,NY,41.0292,-73.771,RentLingo,0
One BR 350 N Saint Paul St Unit 694,1.0,1.0,1799,64.542,Dallas,TX,32.8212,-96.7853,RentLingo,0
One BR 30 N. ALBONI PLACE /25 BONITO AVE.,1.0,1.0,1695,64.542,Long Beach,CA,33.8056,-118.1696,RentLingo,0
"Spacious One BR, One BA. Parking Available!",1.0,1.0,1695,64.542,Kirkland,WA,47.6869,-122.1896,RentDigs.com,1
Lease Spacious 1+1. Approx 694 sf of Living Space!,1.0,1.0,1509,64.542,Denver,CO,39.698,-105.1559,RentDigs.com,1
"Charming One BR, One BA",1.0,1.0,1490,64.542,Denver,CO,39.6847,-104.9263,RentDigs.com,1
One BR 525 E Armour Blvd,1.0,1.0,970,64.542,Kansas City,MO,39.0744,-94.5521,RentLingo,0
One BR 15434 N 32nd St.,1.0,1.0,925,64.542,Phoenix,AZ,33.5178,-112.0848,RentLingo,1
One BR 5625 Hunters Valley Court,1.0,1.0,845,64.542,Saint Louis,MO,38.6274,-90.304,RentLingo,1
One BR 218 South Walnut,1.0,1.0,820,64.542,Ames,IA,42.0259,-93.6516,RentLingo,1
"One BR 5505 Bonner Ave.,",1.0,1.0,2390,64.635,North Hollywood,CA,34.1881,-118.3905,RentLingo,0
Super Cute! Apartment for Rent!,1.0,1.0,1957,64.635,Lyndhurst,NJ,40.8084,-74.1224,RentDigs.com,1
One BR 21200 Kittridge St,1.0,1.0,1937,64.635,Woodland Hills,CA,34.1677,-118.6141,RentLingo,0
One BR 807 WEST LYNN,1.0,1.0,1600,64.635,Austin,TX,30.3054,-97.7497,RentLingo,0
"One BR 8800 Doral Blvd, ,",1.0,1.0,1525,64.635,Doral,FL,25.7951,-80.3434,RentLingo,0
One BR 1420 Key Parkway,1.0,1.0,1177,64.635,Frederick,MD,39.4228,-77.4164,RentLingo,0
One BR 4624 Cromwell Drive,1.0,1.0,1105,64.635,Kyle,TX,30.0066,-97.8071,RentLingo,0
Apartment - in a great area. Single Car Garage!,1.0,3.0,1065,64.635,Norfolk,VA,36.8691,-76.2924,RentDigs.com,0
One BR 17840 N Black Canyon Hwy,1.0,1.0,915,64.635,Phoenix,AZ,33.5178,-112.0848,RentLingo,0
Marietta - Larger 2nd floor 1 BR.,1.0,1.0,800,64.635,Marietta,GA,33.9351,-84.5289,RentDigs.com,1
Two BR 1011 N Garfield Avenue,1.0,2.0,736,64.635,Pierre,SD,44.4469,-100.1875,RentLingo,0
One BR 3600 Linwood,1.0,1.0,725,64.635,Cincinnati,OH,39.1679,-84.4933,RentLingo,1
One BR 2500 Allie Payne Rd,1.0,1.0,600,64.635,Orange,TX,30.1213,-93.7711,RentLingo,1
Two BR 226 8th Ave SE,1.0,2.0,475,64.635,Mayville,ND,47.4997,-97.3236,RentLingo,0
One BR 65 Bay Street,1.0,1.0,3030,64.728,Jersey City,NJ,40.722,-74.0644,RentLingo,1
The 925 Apartments #1 BR B: Washington D...,1.0,1.0,2237,64.728,Washington,DC,38.9016,-77.0508,RealRentals,0
Crystal Towers #Studio One BA-696: Arlington VA 22202,1.0,0.0,1800,64.728,Arlington,VA,38.8571,-77.0609,RealRentals,1
One BR 22 Gold Street,1.0,1.0,1755,64.728,New Haven,CT,41.3245,-72.9194,RentLingo,1
Three BR 129 E Gorham,1.0,3.0,1660,64.728,Madison,WI,43.0724,-89.4003,RentLingo,0
Two BR 4599 Redman Road,1.0,2.0,1598,64.728,Brockport,NY,43.2129,-77.926,RentLingo,1
"Amazing One BR, One BA for rent",1.0,1.0,1355,64.728,Dallas,TX,32.8302,-96.7724,RentDigs.com,1
One BR 4701 MONTERREY OAKS BLVD.,1.0,1.0,1220,64.728,Austin,TX,30.3054,-97.7497,RentLingo,1
Two BR 2585-2595 N Cramer Ave,1.0,2.0,1025,64.728,Milwaukee,WI,43.0531,-87.9659,RentLingo,0
"Amazing One BR, One BA for rent",1.0,1.0,978,64.728,Raleigh,NC,35.6696,-78.6648,RentDigs.com,1
One BR 12001 DESSAU ROAD,1.0,1.0,915,64.728,Austin,TX,30.3054,-97.7497,RentLingo,1
One BR 24011 Richard Road,1.0,1.0,800,64.728,Spring,TX,30.0871,-95.4685,RentLingo,1
Two BR 121 Howard,1.0,2.0,795,64.728,Ames,IA,42.0259,-93.6516,RentLingo,0
One BR 103 Dinadan Drive,1.0,1.0,719,64.728,Charlotte,NC,35.2016,-80.8124,RentLingo,1
Beautiful Lebanon Apartment for rent,1.0,1.0,1750,64.821,Lebanon,NH,43.643,-72.2528,RentDigs.com,1
Beautiful Lebanon Apartment for rent. Pet OK!,1.0,1.0,1740,64.821,Lebanon,NH,43.643,-72.2528,RentDigs.com,1
One BR 489 E 400 S,1.0,1.0,1655,64.821,Salt Lake City,UT,40.7061,-111.9048,RentLingo,1
One BR 2081 Atwood Avenue,1.0,1.0,1565,64.821,Madison,WI,43.0724,-89.4003,RentLingo,1
One BR 10883 Se 10th Street,1.0,1.0,1170,64.821,Vancouver,WA,45.6558,-122.5888,RentLingo,1
One BR 149 N Bagdad Rd,1.0,1.0,1155,64.821,Leander,TX,30.5104,-97.9027,RentLingo,0
One BR 13355 N HWY 183,1.0,1.0,1155,64.821,Austin,TX,30.3054,-97.7497,RentLingo,1
One BR 16801 Se 1st St,1.0,1.0,1090,64.821,Vancouver,WA,45.6558,-122.5888,RentLingo,1
One BR 2701 Homestead Road,1.0,1.0,945,64.821,Chapel Hill,NC,35.9517,-79.071,RentLingo,1
One BR Blanco and Churchill Estates,1.0,1.0,925,64.821,Austin,TX,30.3054,-97.7497,RentLingo,0
Apartment in great location,1.0,1.0,920,64.821,Oakdale,PA,40.3911,-80.1989,RentDigs.com,1
One BR 34 S. Erie St,1.0,1.0,837,64.821,Toledo,OH,41.6675,-83.5837,RentLingo,0
One BR 12222 Vance Jackson Rd,1.0,1.0,834,64.821,San Antonio,TX,29.4624,-98.5253,RentLingo,1
One BR 1530 Boston Court & 1525 Atlanta Court,1.0,1.0,1695,64.914,Santa Rosa,CA,38.4498,-122.7129,RentLingo,0
Lease Spacious 1+1. Approx 698 sf of Living Space!,1.0,1.0,1279,64.914,Oklahoma City,OK,35.4751,-97.5035,RentDigs.com,1
"Lovely Oklahoma City, One BR, One BA. Single Car Garage!",1.0,1.0,1259,64.914,Oklahoma City,OK,35.4751,-97.5035,RentDigs.com,1
"One BR, 698 sq. ft. - convenient location.",1.0,1.0,1259,64.914,Oklahoma City,OK,35.4751,-97.5035,RentDigs.com,1
"Lovely Oklahoma City, One BR, One BA",1.0,1.0,1259,64.914,Oklahoma City,OK,35.4751,-97.5035,RentDigs.com,1
One BR 2801 WELLS BRANCH PKWY,1.0,1.0,1200,64.914,Austin,TX,30.3054,-97.7497,RentLingo,0
LIVE DOWNTOWN FOR LESS without sacrificing amenities or service!,1.0,1.0,1084,64.914,Cincinnati,OH,39.1054,-84.5022,RentDigs.com,1
One BR 225 Fluor Daniel Drive,1.0,1.0,1028,64.914,Sugar Land,TX,29.6015,-95.6306,RentLingo,1
"Lovely Apex, One BR, One BA. $990/mo",1.0,1.0,990,64.914,Apex,NC,35.7238,-78.8695,RentDigs.com,1
One BR 13401 LEGENDARY DRIVE,1.0,1.0,1190,65.007,Austin,TX,30.3054,-97.7497,RentLingo,1
"Amazing One BR, One BA for rent",1.0,1.0,670,65.007,Norman,OK,35.2505,-97.4596,RentDigs.com,1
One BR 1300 4th St,1.0,1.0,3730,65.1,San Francisco,CA,37.7599,-122.4379,RentLingo,0
One BR 339 Por La Mar Circle,1.0,1.0,2800,65.1,Santa Barbara,CA,34.4312,-119.7292,RentLingo,0
"Apartment in quiet area, spacious with big kitchen",1.0,1.0,2600,65.1,Kirkland,WA,47.6869,-122.1896,RentDigs.com,1
One BR 1538 Centre St,1.0,1.0,2500,65.1,Detroit,MI,42.3882,-83.1122,RentLingo,0
Two BR 1590 Oregon Street 01-19,1.0,2.0,2450,65.1,Berkeley,CA,37.8726,-122.2707,RentLingo,0
"One BR, One BA, safe neighborhood",1.0,1.0,2450,65.1,Playa Del Rey,CA,33.9908,-118.4592,RentDigs.com,1
Two BR 734 East 20th Street,1.0,2.0,2395,65.1,Oakland,CA,37.7904,-122.2151,RentLingo,0
Two BR 2711 23rd Avenue 01-12,1.0,2.0,2350,65.1,Oakland,CA,37.7904,-122.2151,RentLingo,0
Two BR 1917 6th Street 01-12,1.0,2.0,2350,65.1,Berkeley,CA,37.8726,-122.2707,RentLingo,0
Two BR 1917 Sixth St 11,1.0,2.0,2350,65.1,Berkeley,CA,37.8726,-122.2707,RentLingo,0
"Bright Los Angeles, One BR, One BA for rent",1.0,1.0,2325,65.1,Los Angeles,CA,33.955,-118.3967,RentDigs.com,1
Two BR 1856 East 25th Street A-F,1.0,2.0,2250,65.1,Oakland,CA,37.7904,-122.2151,RentLingo,0
One BR 929 Tamarack Lane,1.0,1.0,2100,65.1,Sunnyvale,CA,37.3695,-122.0241,RentLingo,0
3160 Homestead Rd #1,1.0,1.0,2100,65.1,Santa Clara,CA,37.3477,-121.9849,RealRentals,1
One BR 1925 10th Avenue 101-306,1.0,1.0,2095,65.1,Oakland,CA,37.7904,-122.2151,RentLingo,0
One BR 3646 Mentone Ave.,1.0,1.0,2095,65.1,Los Angeles,CA,34.0372,-118.2972,RentLingo,0
The Best of the Best in the City of Glendale! Save Big!,1.0,1.0,2034,65.1,Glendale,CA,34.1672,-118.2671,RentDigs.com,1
One BR 5252 S Cornell Ave,1.0,1.0,2025,65.1,Chicago,IL,41.8625,-87.6825,RentLingo,1
One BR 8929 Guthrie Ave,1.0,1.0,1995,65.1,Los Angeles,CA,34.0372,-118.2972,RentLingo,0
1 BR In Jersey City,1.0,1.0,1950,65.1,Jersey City,NJ,40.7227,-74.0479,RealRentals,1
One BR 1319 Park Rd NW,1.0,1.0,1925,65.1,Washington,DC,38.9118,-77.0132,RentLingo,0
One BR 92 Hasell Street,1.0,1.0,1900,65.1,Charleston,SC,32.8113,-79.9947,RentLingo,0
One BR 394 Ocean Ave,1.0,1.0,1850,65.1,Revere,MA,42.4164,-71.0059,RentLingo,1
The Best of the Best in the City of Torrance! Save Big!,1.0,1.0,1825,65.1,Torrance,CA,33.8412,-118.3572,RentDigs.com,1
Apartment in great location,1.0,1.0,1807,65.1,Westwood,NJ,41.0025,-74.0303,RentDigs.com,0
One BR 14600 Magnolia Blvd,1.0,1.0,1795,65.1,Sherman Oaks,CA,34.1542,-118.4447,RentLingo,0
One BR 11901 East 176th Street,1.0,1.0,1695,65.1,Artesia,CA,33.8663,-118.0656,RentLingo,0
One BR 1416 Ridgeback Road,1.0,1.0,1695,65.1,Chula Vista,CA,32.6197,-117.0226,RentLingo,1
Two Spacious BR in Linden. Pet OK!,1.0,2.0,1689,65.1,Linden,NJ,40.6356,-74.2562,RentDigs.com,0
One BR 7 Kimball Court,1.0,1.0,1668,65.1,Woburn,MA,42.4849,-71.1568,RentLingo,1
"Average Rent $1,668 a month - That's a STEAL!",1.0,1.0,1668,65.1,Redmond,WA,47.6829,-122.1209,RentDigs.com,1
One BR 375 South Randolph Ave.,1.0,1.0,1615,65.1,Brea,CA,33.9299,-117.8849,RentLingo,0
One BR 82-106 Finderne Avenue,1.0,1.0,1600,65.1,Bridgewater,NJ,40.5955,-74.6231,RentLingo,0
One BR 2800 Franklin Ave E,1.0,1.0,1600,65.1,Seattle,WA,47.616,-122.3275,RentLingo,0
One BR West Ave.,1.0,1.0,1600,65.1,Larchmont,NY,40.936,-73.7568,RentLingo,0
One BR 1111 18th Ave,1.5,1.0,1595,65.1,Seattle,WA,47.616,-122.3275,RentLingo,0
Three BR 309 E Gorham St,1.0,3.0,1595,65.1,Madison,WI,43.0724,-89.4003,RentLingo,0
One BR Hennepin Ave & Central Ave Ne,1.0,1.0,1570,65.1,Minneapolis,MN,44.9855,-93.3023,RentLingo,0
Two BR 1350 E 53rd,1.0,2.0,1550,65.1,Chicago,IL,41.8625,-87.6825,RentLingo,1
One BR Urban-style Living In Westlake Hills,1.0,1.0,1544,65.1,Austin,TX,30.3054,-97.7497,RentLingo,0
One BR 35 Syndicate St S,1.0,1.0,1495,65.1,Saint Paul,MN,44.9405,-93.1027,RentLingo,0
One BR 2500 Walsh Tarlton Lane,1.0,1.0,1479,65.1,Austin,TX,30.3054,-97.7497,RentLingo,1
One BR Excelsior Blvd & 11th Ave S,1.0,1.0,1475,65.1,Hopkins,MN,44.937,-93.4394,RentLingo,1
Sunland - One BR - must see to believe. Parking Available!,1.0,1.0,1475,65.1,Sunland,CA,34.2605,-118.3307,RentDigs.com,1
Over 700 sf in Kent,1.0,1.0,1475,65.1,Kent,WA,47.3907,-122.2626,RentDigs.com,0
Apartment in move in condition in Kent,1.0,1.0,1466,65.1,Kent,WA,47.3907,-122.2626,RentDigs.com,1
